20200501000000,176536
20200501001501,176576
20200501003000,176614
20200501004501,176648
20200501010000,176678
20200501011501,176700
20200501013001,176722
20200501014501,176741
20200501020001,176758
20200501021500,176773
20200501023000,176787
20200501024501,176798
20200501030001,176807
20200501031501,176816
20200501033001,176825
20200501034501,176834
20200501040001,176843
20200501041501,176853
20200501043001,176862
20200501044501,176873
20200501050001,176884
20200501051501,176897
20200501053000,176912
20200501054500,176930
20200501060001,176951
20200501061500,176977
20200501063001,177007
20200501064500,177040
20200501070000,177077
20200501071501,177117
20200501073000,177160
20200501074500,177207
20200501080001,177256
20200501081501,177307
20200501083001,177361
20200501084501,177417
20200501090000,177475
20200501091501,177534
20200501093000,177594
20200501094501,177655
20200501100000,177718
20200501101500,177781
20200501103000,177845
20200501104500,177910
20200501110000,177975
20200501111500,178042
20200501113001,178108
20200501114500,178174
20200501120001,178241
20200501121500,178309
20200501123001,178377
20200501124500,178445
20200501130000,178515
20200501131501,178584
20200501133001,178654
20200501134500,178725
20200501140000,178796
20200501141501,178868
20200501143001,178940
20200501144500,179013
20200501150001,179086
20200501151501,179160
20200501153001,179234
20200501154501,179309
20200501160000,179384
20200501161500,179460
20200501163001,179537
20200501164500,179614
20200501170001,179692
20200501171500,179771
20200501173001,179851
20200501174501,179932
20200501180001,180017
20200501181501,180106
20200501183001,180197
20200501184501,180289
20200501190000,180382
20200501191501,180477
20200501193001,180570
20200501194500,180664
20200501200001,180758
20200501201500,180854
20200501203000,180949
20200501204501,181045
20200501210001,181141
20200501211500,181236
20200501213001,181330
20200501214501,181422
20200501220001,181512
20200501221501,181598
20200501223001,181680
20200501224501,181757
20200501230000,181829
20200501231501,181896
20200501233001,181956
20200501234501,182010
20200502000000,182059
20200502001501,182103
20200502003001,182142
20200502004501,182176
20200502010001,182207
20200502011501,182233
20200502013001,182257
20200502014501,182277
20200502020001,182294
20200502021500,182310
20200502023000,182325
20200502024500,182338
20200502030000,182350
20200502031500,182361
20200502033000,182371
20200502034501,182381
20200502040001,182390
20200502041501,182400
20200502043001,182410
20200502044501,182420
20200502050000,182432
20200502051501,182445
20200502053001,182460
20200502054500,182479
20200502060000,182501
20200502061500,182528
20200502063001,182559
20200502064501,182594
20200502070000,182632
20200502071501,182674
20200502073000,182720
20200502074501,182768
20200502080001,182819
20200502081500,182873
20200502083001,182929
20200502084501,182987
20200502090001,183046
20200502091501,183107
20200502093000,183169
20200502094501,183232
20200502100001,183296
20200502101501,183361
20200502103001,183426
20200502104501,183492
20200502110000,183559
20200502111501,183626
20200502113001,183694
20200502114501,183762
20200502120000,183830
20200502121501,183898
20200502123000,183967
20200502124500,184037
20200502130001,184106
20200502131501,184175
20200502133000,184245
20200502134501,184316
20200502140001,184387
20200502141500,184459
20200502143000,184532
20200502144501,184606
20200502150000,184681
20200502151500,184756
20200502153001,184832
20200502154500,184908
20200502160001,184985
20200502161500,185062
20200502163000,185140
20200502164501,185217
20200502170000,185296
20200502171501,185375
20200502173001,185454
20200502174501,185534
20200502180001,185617
20200502181500,185706
20200502183000,185798
20200502184501,185891
20200502190001,185984
20200502191501,186079
20200502193001,186172
20200502194501,186266
20200502200001,186359
20200502201500,186453
20200502203000,186549
20200502204500,186644
20200502210000,186740
20200502211500,186836
20200502213001,186931
20200502214501,187025
20200502220000,187116
20200502221501,187205
20200502223001,187289
20200502224501,187368
20200502230001,187443
20200502231500,187511
20200502233001,187574
20200502234501,187631
20200503000001,187683
20200503001501,187729
20200503003001,187770
20200503004501,187806
20200503010001,187838
20200503011500,187866
20200503013001,187890
20200503014500,187912
20200503020000,187931
20200503021501,187947
20200503023001,187963
20200503024501,187976
20200503030001,187988
20200503031500,188000
20200503033000,188010
20200503034501,188020
20200503040000,188029
20200503041501,188039
20200503043001,188048
20200503044501,188058
20200503050000,188068
20200503051500,188080
20200503053000,188093
20200503054501,188110
20200503060000,188130
20200503061501,188155
20200503063000,188184
20200503064500,188217
20200503070001,188254
20200503071501,188295
20200503073000,188341
20200503074501,188389
20200503080000,188441
20200503081500,188497
20200503083000,188554
20200503084500,188614
20200503090001,188676
20200503091500,188740
20200503093001,188805
20200503094500,188872
20200503100001,188939
20200503101500,189009
20200503103001,189079
20200503104501,189151
20200503110001,189223
20200503111501,189296
20200503113000,189369
20200503114501,189442
20200503120000,189515
20200503121501,189588
20200503123000,189662
20200503124501,189735
20200503130001,189808
20200503131500,189882
20200503133001,189955
20200503134501,190028
20200503140001,190102
20200503141501,190176
20200503143000,190251
20200503144501,190327
20200503150000,190404
20200503151501,190482
20200503153001,190560
20200503154501,190639
20200503160001,190718
20200503161500,190797
20200503163001,190877
20200503164501,190958
20200503170001,191038
20200503171501,191120
20200503173001,191202
20200503174501,191286
20200503180001,191372
20200503181501,191462
20200503183001,191555
20200503184501,191648
20200503190001,191742
20200503191501,191830
20200503193001,191920
20200503194500,192010
20200503200000,192100
20200503201501,192191
20200503203001,192284
20200503204501,192377
20200503210001,192470
20200503211501,192563
20200503213001,192655
20200503214501,192744
20200503220000,192831
20200503221500,192915
20200503223001,192994
20200503224501,193069
20200503230001,193137
20200503231501,193200
20200503233001,193257
20200503234500,193308
20200504000000,193354
20200504001500,193394
20200504003001,193429
20200504004500,193460
20200504010001,193487
20200504011500,193511
20200504013000,193531
20200504014500,193549
20200504020000,193565
20200504021501,193579
20200504023001,193591
20200504024501,193603
20200504030000,193613
20200504031501,193622
20200504033001,193631
20200504034500,193639
20200504040001,193648
20200504041500,193656
20200504043001,193665
20200504044501,193675
20200504050001,193687
20200504051501,193699
20200504053000,193715
20200504054501,193733
20200504060001,193536
20200504061501,193562
20200504063000,193592
20200504064501,193626
20200504070000,193664
20200504071500,193705
20200504073001,193748
20200504074500,193794
20200504080000,193842
20200504081500,193893
20200504083001,193947
20200504084501,194002
20200504090001,194059
20200504091500,194117
20200504093001,194176
20200504094500,194237
20200504100001,194298
20200504101500,194361
20200504103001,194426
20200504104500,194490
20200504110001,194554
20200504111501,194618
20200504113001,194684
20200504114500,194749
20200504120000,194815
20200504121501,194880
20200504123000,194947
20200504124500,195014
20200504130001,195083
20200504131501,195150
20200504133000,195219
20200504134500,195289
20200504140000,195360
20200504141501,195431
20200504143000,195501
20200504144501,195571
20200504150001,195641
20200504151500,195712
20200504153001,195783
20200504154501,195855
20200504160001,195927
20200504161506,196000
20200504163001,196073
20200504164502,196146
20200504170001,196220
20200504171500,196294
20200504173001,196370
20200504174501,196447
20200504180001,196527
20200504181501,196613
20200504183001,196702
20200504184500,196791
20200504190000,196882
20200504191500,196974
20200504193001,197065
20200504194501,197157
20200504200001,197248
20200504201501,197341
20200504203000,197434
20200504204501,197528
20200504210000,197623
20200504211501,197716
20200504213001,197808
20200504214500,197899
20200504220001,197987
20200504221501,198070
20200504223001,198150
20200504224501,198225
20200504230001,198294
20200504231501,198356
20200504233001,198413
20200504234500,198463
20200505000001,198507
20200505001501,198547
20200505003000,198581
20200505004501,198612
20200505010000,198638
20200505011500,198661
20200505013000,198682
20200505014500,198699
20200505020001,198715
20200505021500,198729
20200505023000,198742
20200505024501,198753
20200505030001,198764
20200505031501,198773
20200505033001,198782
20200505034501,198791
20200505040001,198800
20200505041501,198809
20200505043000,198819
20200505044501,198829
20200505050001,198841
20200505051501,198855
20200505053001,198871
20200505054500,198890
20200505060001,198912
20200505061500,198939
20200505063000,198969
20200505064500,199003
20200505070001,199041
20200505071500,199082
20200505073000,199125
20200505074501,199172
20200505080000,199220
20200505081501,199271
20200505083001,199324
20200505084500,199378
20200505090000,199435
20200505091500,199493
20200505093000,199552
20200505094501,199612
20200505100001,199672
20200505101501,199734
20200505103002,199797
20200505104500,199861
20200505110001,199924
20200505111501,199988
20200505113000,200052
20200505114500,200117
20200505120001,200182
20200505121500,200248
20200505123001,200314
20200505124501,200381
20200505130000,200449
20200505131501,200517
20200505133001,200586
20200505134501,200656
20200505140001,200727
20200505141501,200797
20200505143001,200867
20200505144500,200937
20200505150000,201009
20200505151501,201080
20200505153001,201153
20200505154500,201226
20200505160000,201300
20200505161500,201375
20200505163000,201451
20200505164501,201528
20200505170001,201608
20200505171501,201687
20200505173001,201768
20200505174500,201850
20200505180000,201934
20200505181501,202024
20200505183000,202115
20200505184501,202208
20200505190000,202300
20200505191501,202395
20200505193000,202488
20200505194501,202583
20200505200001,202677
20200505201501,202773
20200505203001,202868
20200505204501,202964
20200505210001,203060
20200505211500,203153
20200505213001,203246
20200505214500,203336
20200505220000,203421
20200505221500,203503
20200505223001,203581
20200505224501,203654
20200505230001,203720
20200505231501,203781
20200505233001,203835
20200505234500,203884
20200506000001,203927
20200506001500,203966
20200506003001,204000
20200506004500,204029
20200506010001,204055
20200506011501,204078
20200506013000,204098
20200506014500,204115
20200506020001,204131
20200506021500,204145
20200506023000,204157
20200506024500,204168
20200506030000,204179
20200506031501,204188
20200506033001,204197
20200506034501,204206
20200506040000,204215
20200506041500,204224
20200506043000,204233
20200506044500,204244
20200506050001,204256
20200506051501,204270
20200506053001,204286
20200506054501,204305
20200506060000,204328
20200506061501,204355
20200506063001,204386
20200506064501,204420
20200506070001,204458
20200506071501,204498
20200506073001,204541
20200506074501,204587
20200506080000,204636
20200506081501,204686
20200506083001,204739
20200506084501,204794
20200506090001,204850
20200506091500,204907
20200506093000,204966
20200506094501,205025
20200506100001,205086
20200506101500,205148
20200506103000,205211
20200506104501,205273
20200506110000,205336
20200506111501,205400
20200506113001,205464
20200506114500,205529
20200506120000,205594
20200506121501,205659
20200506123000,205726
20200506124501,205794
20200506130001,205862
20200506131501,205930
20200506133001,205998
20200506134500,206067
20200506140000,206136
20200506141501,206205
20200506143000,206274
20200506144501,206343
20200506150001,206413
20200506151501,206484
20200506153001,206555
20200506154500,206626
20200506160001,206697
20200506161501,206769
20200506163001,206841
20200506164500,206915
20200506170000,206989
20200506171501,207064
20200506173000,207140
20200506174500,207218
20200506180000,207299
20200506181501,207384
20200506183000,207473
20200506184501,207564
20200506190001,207655
20200506191501,207748
20200506193001,207840
20200506194501,207932
20200506200001,208025
20200506201501,208119
20200506203001,208213
20200506204501,208310
20200506210001,208408
20200506211501,208505
20200506213001,208602
20200506214501,208697
20200506220001,208788
20200506221500,208875
20200506223000,208957
20200506224501,209034
20200506230001,209105
20200506231501,209169
20200506233000,209227
20200506234501,209279
20200507000000,209325
20200507001501,209365
20200507003001,209400
20200507004501,209431
20200507010001,209458
20200507011501,209482
20200507013000,209502
20200507014501,209520
20200507020001,209535
20200507021501,209549
20200507023001,209562
20200507024500,209573
20200507030000,209584
20200507031501,209594
20200507033000,209603
20200507034501,209612
20200507040001,209621
20200507041500,209630
20200507043001,209640
20200507044501,209651
20200507050000,209663
20200507051500,209677
20200507053001,209693
20200507054501,209713
20200507060000,209737
20200507061500,209765
20200507063001,209797
20200507064501,209833
20200507070001,209873
20200507071500,209915
20200507073000,209961
20200507074500,210009
20200507080000,210059
